에피소드ID,산업,발명중요도,보상규정형식레벨,보상규정형식설명,보상비율수준,보상비율라벨,보상비율실현값,인지모드,실시료율,기준매출만원,독점권기여율,출원보너스만원,등록보너스만원,실시보너스만원,실지급액합계만원,충격유형,충격배율,사용자이익기초만원,사용자이익충격후만원,충격전정당보상만원,정당보상추정만원,격차만원,발명자결정,감정동인,발명자이유,최종결과,재시도횟수
209,반도체,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,0.9784,S1,0.03,4165551,0.2709,497,1242,3229,4968,침해소송승소,4.6,33849.5,155707.7,5077.4,23356.2,18388.2,청구,배신감,보상규정이 있으면서도 서면으로 공지하지 않은 점은 신뢰를 깨고 보상의 정당성에 의문을 갖게 합니다. 침해소송 승소로 회사가 얻은 경제적 이익이 큰데 비해 현재 받은 보상은 현저히 낮습니다. 정당한 기준에 따른 재산정을 위해 법적 보상 청구 절차를 곧바로 개시하겠습니다. 이를 통해 협상력과 권리보전을 확보한 뒤 필요시 추가 조치를 검토하겠습니다.,청구,0
210,반도체,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.6456,S1,0.03,2720670,0.3875,2679,6696,17411,26786,사업화성공,6.6,31630.0,208758.0,4744.5,31313.7,4527.7,협상요청,자부심,"내 발명이 사업화에 성공해 회사가 공시 기준으로 208,758.0만원의 이익을 거둔 만큼, 제 공헌에 상응하는 정당한 보상이 필요하다고 느낍니다. 지금까지 받은 26,786만원은 의미 있지만, 보상규정을 정할 때 종업원과 협의가 없었다면 그 공정성에 의문이 있습니다. 우선 협상을 통해 합리적인 추가 보상을 모색하고, 필요시 다음 단계 조치를 검토하려 합니다.",협상,0
212,제조,중요,0,보상규정 자체가 없음,0,인색,1.075,S1,0.03,3291599,0.2057,328,819,2129,3276,무효소송승소,1.5,20316.4,30474.6,3047.5,4571.2,1295.2,협상요청,자부심,"발명으로 회사가 큰 이익을 올렸고, 저는 의미 있는 보상을 받았지만 보상규정이 부재한 상황에서 합리적 보상 재산정의 여지가 있습니다. 특히 무효소송 승소로 특허의 기여도와 독점력이 확인되어 제 기여율을 재평가할 근거가 충분합니다. 소송에 앞서 추가 보상과 보상규정 수립을 공식적으로 협의해 관계를 유지하며 정당한 인정을 받고자 합니다. 협상이 원만히 이뤄지지 않을 경우 법적 절차 검토 의사도 함께 전달하겠습니다.",협상,0
211,제조,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,9.6006,S1,0.03,2513167,0.1001,1087,2717,7065,10869,라이선스수입,4.7,7547.6,35473.7,1132.1,5321.1,-5547.9,협상요청,자부심,"회사가 공시한 이익 대비 약 30% 수준의 보상을 받았지만, 보상규정을 서면으로 통지하지 않은 절차적 흠결이 있어 정당성에 대한 추가 논의가 필요합니다. 라이선스 수입이 지속되거나 파생 이익이 더 커질 수 있으므로 잔여 보상과 향후 분배 기준을 합리적으로 재산정하자고 제안하겠습니다. 내 기여가 컸다고 자부하며 그에 걸맞은 투명한 기준과 공식적인 인정이 필요합니다. 우선 원만한 협의를 시도하고, 미진하면 그다음 수단을 검토하겠습니다.",협상,0
218,IT,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.7745,S1,0.02,1117756,0.0518,48,120,314,482,라이선스수입,7.3,1157.3,8448.3,173.6,1267.2,785.2,협상요청,자부심,"보상규정 제·개정 시 종업원과의 협의가 없었던 점에서 현 보상의 합리성 추정이 약하다고 봅니다. 발명으로 회사가 얻은 이익(8,448.3만원)에 비해 내가 받은 482만원은 비율상 낮아 보입니다. 먼저 회사와 추가 협의를 통해 이익, 발명 기여도, 회사 공헌도를 반영한 합리적 보상 재산정을 요구하겠습니다. 협의가 불성실하거나 결렬될 경우 법적 청구를 검토한다는 전제를 분명히 하겠습니다.",협상,0
215,IT,중요,0,보상규정 자체가 없음,0,인색,1.0242,S2,0.02,3908892,0.267,321,802,2083,3206,M&A,7.4,20870.4,154441.0,3130.6,23166.1,19960.1,청구,자부심,"회사에는 보상규정이 없어 발명진흥법 제15조 제2~4항을 위반하였고, 제6항의 정당보상 추정도 적용되지 않아 추가보상 청구의 법적 근거가 강합니다. 공시된 이익 154,441.0만원 대비 현재 보상 3,206만원은 판례상 발명자 공헌도(10~20%)와 정보통신 분야의 통상적 요소를 감안해도 현저히 부족합니다. M&A로 인한 가치도 2023다237514 판례에 따라 발명과의 상당인과관계가 인정되는 한 이익에 포함될 수 있어, 자료제출과 산정 방식 협의를 요구하는 ‘청구’ 절차가 비용·시간 면에서 유리합니다. 소멸시효 10년(2009다75178) 내라면 즉시 청구를 개시하고, 불응·저보상 시 소송 전환을 예고하는 단계적 접근이 합리적입니다.",청구,0
219,반도체,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",3,매우후함,11.1352,S1,0.03,3142125,0.3594,5659,14148,36784,56591,무효소송승소,1.1,33881.1,37269.2,5082.2,5590.4,-51000.6,수용,자부심,"회사가 보상규정을 사전에 서면 고지·협의했고, 결정도 투명하게 통지해 절차가 적정했습니다. 공시상 회사 이익(약 3.7억)에 비해 제가 받은 보상(약 5.7억)은 이미 매우 후한 수준입니다. 또한 무효소송 승소에는 회사의 기여도 크므로 추가 청구의 명분과 여지는 제한적입니다. 성과가 충분히 인정받았다고 느끼며 관계를 안정적으로 유지하기 위해 수용합니다.",수용,0
216,제약,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,2,후함,5.2716,S1,0.05,2991483,0.1773,2097,5242,13629,20968,M&A,4.3,26517.2,114024.0,3977.6,17103.6,-3864.4,협상요청,자부심,"보상규정이 있었지만 서면 고지가 없었던 점은 회사 규정의 구속력을 약화시켜 제 협상력을 높입니다. 공시 기준 회사 이익 114,024만원 대비 수령액 20,968만원은 의미 있으나, M&A 과정에서 발명이 창출한 가치가 충분히 반영됐는지는 불분명합니다. 우선 근거 자료를 확인하며 기여율·발명 공헌도·M&A 프리미엄 반영 여부를 재검토하는 추가 협의를 요청하겠습니다. 협의가 원만히 정리되지 않을 경우에 한해 법적 절차를 검토하겠습니다.",협상,0
214,제약,미미,0,보상규정 자체가 없음,1,보통,2.418,S2,0.05,4793074,0.0275,239,597,1553,2389,라이선스수입,9.2,6587.4,60604.1,988.1,9090.6,6701.6,청구,자부심,"제약업종이고 발명 이후 실제 라이선스수입(60,604.1만원)이 발생하여 대법원 2023다237514의 ‘상당인과관계 있는 이익’에 해당할 가능성이 높으며, 현재 보상 2,389만원은 판례상 발명자 공헌도 10~20%만 적용해도 예상 범위(6,060~12,121만원)에 크게 못 미칩니다. 회사에는 보상규정이 없어 발명진흥법 제15조 제2~4항을 이행하지 않았으므로 제6항의 ‘정당한 보상 간주’가 적용되지 않아 추가 보상 요구의 정당성이 큽니다. 수용은 과소보상을 고착시킬 위험이 있고, 단순 협상요청은 규정 부재 상황에서 실효성이 낮을 수 있는 반면, 청구는 비교적 적은 비용·기간으로 공식 절차와 자료개시를 촉구해 협상력을 높일 수 있습니다. 따라서 우선 회사에 법정 기준(사용자 이익·공헌도)을 근거로 증액을 청구하고, 응답이 미흡하면 소송을 예고해 로열티율·독점권 기여율 산정자료를 요구하는 단계적 접근이 합리적입니다.",청구,0
217,제조,미미,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,4.4255,S1,0.03,4391621,0.044,385,962,2501,3848,침해소송승소,2.1,5796.3,12172.2,869.4,1825.8,-2022.2,청구,배신감,"회사 보상규정을 서면 통지했지만 제정·변경 시 협의가 없었던 점에서 규정의 합리성과 구속력에 의문이 듭니다. 이 발명으로 회사가 공시한 이익이 12,172.2만원이고 침해소송에서도 승소해 기여가 분명한데, 내가 받은 보상 3,848만원은 이에 비해 부족하다고 판단합니다. 우선 법정 요건에 맞춘 직무발명 보상금 청구 절차를 개시해 합리적 산식과 기여율을 재산정받겠습니다. 협의가 원만치 않으면 그다음 단계로 갈 여지를 남기되 지금은 권리를 명확히 주장하는 것이 맞습니다.",청구,0
220,IT,보통,0,보상규정 자체가 없음,3,매우후함,9.4312,S1,0.02,3396782,0.0783,753,1882,4895,7530,이직제안,1.4,5322.5,7451.5,798.4,1117.7,-6412.3,수용,자부심,"이미 받은 보상이 회사 공시 기준 이익보다 커 추가 청구의 명분과 실익이 크지 않습니다. 보상규정이 없었음에도 실질적으로 충분한 보상을 받았고, 분쟁을 통한 추가 이익 기대는 낮습니다. 청구나 소송은 시간·비용 대비 리스크가 커 비합리적입니다. 이직 제안도 있어 법적 다툼보다는 성과를 인정받은 상태에서 커리어 선택에 집중하겠습니다.",수용,0
221,반도체,미미,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,1.0442,S1,0.03,2875266,0.0431,58,146,378,582,라이선스수입,2.2,3714.8,8172.6,557.2,1225.9,643.9,청구,배신감,"회사는 보상규정을 서면 통지했지만 제정·변경 시 종업원과 협의하지 않아 보상의 합리성에 대한 법적 추정이 약합니다. 이 발명으로 회사가 공시한 이익은 8,172.6만원인데, 내가 받은 보상은 582만원에 그쳐 격차가 큽니다. 라이선스 수입이 존재해 사용자 이익이 명확하고, 법에 따른 합리적 보상 재산정 여지가 큽니다. 따라서 우선 법적 보상 청구 절차를 개시해 추가 보상을 요구하겠습니다.",청구,0
208,반도체,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.7579,S2,0.03,1376744,0.0502,86,214,558,858,라이선스수입,7.5,2074.9,15561.8,311.2,2334.3,1476.3,청구,자부심,"보상규정은 있으나 서면 통지가 없어 발명진흥법 제15조 제2항 위반으로 제6항의 ‘정당보상 추정’이 적용되지 않아 추가 보상 청구 여지가 큽니다. 회사 이익은 라이선스수입 15,561.8만원으로 직무발명과 상당인과관계가 인정될 가능성이 높고(대법원 2023다237514), 실제 라이선스가 있어 공지기술 항변 위험도 낮습니다. 판례상 발명자 공헌도 10~20%를 적용하면 합리적 보상은 1,556~3,112만원이고, 기수령 858만원을 제외하면 698~2,254만원 추가 보상 범위가 도출됩니다. 금액 대비 소송(2~3년, 비용 부담) 비효율성이 커 우선 사내·조정 절차로 정식 ‘청구’를 통해 재산정·협상을 유도하되, 소멸시효 10년(대법원 2009다75178) 관리가 필요합니다.",청구,0
213,IT,핵심,0,보상규정 자체가 없음,0,인색,1.0457,S2,0.02,4853153,0.3561,542,1355,3524,5421,무효소송승소,1.8,34561.2,62210.2,5184.2,9331.5,3910.5,협상요청,손실회피,"IT 업종 특성상 실시료율은 2% 내외로 보아야 하고(대법 2014다220347), 2023다237514의 ‘상당인과관계 있는 이익’ 법리상 공시이익 전부가 기초가 되지 않을 수 있어, 단순 공헌도 10~20% 적용치(6,221~12,442만원) 대비 현재 수령액 5,421만원은 하한에 미달하나 소송계산식으로는 오히려 초과로 평가될 위험도 있습니다. 회사는 보상규정이 없어 법 제15조 제6항의 적정보상 추정이 배제되고, 무효소송 승소로 독점이익 존재는 유리하지만, 원가·마케팅 기여 공제 등 쟁점으로 소송은 2~3년 장기·비용 부담 대비 추가 회수 폭이 제한적입니다. 따라서 먼저 법 제15조 근거로 최소 하한선 충족 및 추가보상(정산 또는 분할지급) 협의를 공식 요청하고, 불응 시 시효 10년 내 사내 조정·청구로 전환하겠다는 일정과 근거를 제시하는 것이 합리적입니다.",협상,0
225,IT,미미,0,보상규정 자체가 없음,0,인색,1.1277,S1,0.02,2530968,0.0253,22,54,141,217,M&A,5.5,1281.3,7047.1,192.2,1057.1,840.1,청구,배신감,"회사에 보상규정이 없고, 받은 217만원은 공시된 이익 7,047.1만원 대비 약 3%로 현저히 낮습니다. 법은 규정이 없어도 합리적 직무발명 보상을 청구할 수 있게 하므로, 법적 보상 청구 절차로 권리를 분명히 하겠습니다. 특히 M&A로 발명 가치가 회사 가치에 반영됐을 여지가 커 이익 산정에 포함될 수 있습니다. 우선 법적 청구로 기준과 자료를 확보하고, 필요시 후속 절차를 검토하겠습니다.",청구,0
226,제조,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,11.3449,S1,0.03,4554267,0.058,1348,3369,8760,13477,무효소송승소,1.3,7919.5,10295.4,1187.9,1544.3,-11932.7,수용,자부심,"회사 공시 기준 이익(약 10,295.4만원)보다 내가 받은 보상(약 13,477만원)이 더 커 추가 청구의 실익이 크지 않습니다. 무효소송 승소로 발명의 가치가 인정된 만큼 지금의 성과와 보상을 긍정적으로 받아들이겠습니다. 규정 운영에 아쉬움은 있으나, 분쟁을 키우기보다 관계와 평판을 지키는 편이 현명하다고 판단합니다. 향후 회사 이익이 크게 확대되면 그때 협의 여지를 열어두겠습니다.",수용,0
228,제약,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.1612,S1,0.05,1871529,0.1047,318,794,2064,3176,라이선스수입,7.3,9795.7,71508.6,1469.4,10726.3,7550.3,협상요청,배신감,"회사 보상규정이 존재한다면서도 서면 고지를 하지 않은 점은 절차적 신뢰를 저버린 것으로 보입니다. 공개된 회사 이익(약 71,508.6만원) 대비 내가 받은 보상(3,176만원)은 약 4.4%로, 제 기여와 업계 관행을 고려하면 낮아 보입니다. 먼저 원만한 해결을 위해 추가 협의를 요청해 정당한 기준과 산정 근거를 투명하게 검토하겠습니다. 협의가 불성실하거나 합리적 조정이 어려우면 법적 절차를 검토할 수 있음을 전제로 하겠습니다.",협상,0
227,제조,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,10.3906,S1,0.03,2123537,0.2423,2406,6014,15637,24057,이직제안,1.2,15435.2,18522.2,2315.3,2778.3,-21278.7,수용,자부심,"회사 공시 이익(18,522.2만원)보다 내가 받은 보상(24,057만원)이 더 커 추가 청구의 실익이 거의 없습니다. 규정의 서면 통지 미비는 쟁점이 될 수 있으나, 이미 충분한 보상을 받았고 분쟁에 따른 시간·관계 비용이 더 클 수 있습니다. 이직 제안도 감안해 현 보상을 수용하고, 향후 커리어 선택과 성과 확장에 집중하겠습니다.",수용,0
224,IT,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,2,후함,5.2392,S2,0.02,3194776,0.0328,165,412,1071,1648,라이선스수입,2.7,2096.9,5661.6,314.5,849.2,-798.8,수용,손실회피,"IT 산업에서 라이선스수입 5,661.6만원 대비 지금까지 받은 1,648만원(약 29%)은, 대법원 2009다75178의 발명자 공헌도 10~20% 및 2014다220347의 정보통신 분야 실시료율 2% 등을 종합할 때 통상 범위를 상회합니다. 회사가 제15조 제2~4항의 서면 통지를 이행하지 않아 제15조 제6항의 ‘정당보상’ 추정은 누리지 못하나, 금액 자체는 사용자 이익과 공헌도를 고려할 때 추가 증액 근거가 약합니다. 2023다237514의 ‘상당인과관계 있는 이익’ 법리를 적용해도 실제 라이선스수입이 이미 반영되어 추가 상승 여지는 크지 않습니다. 협상·청구·소송은 시간·비용(청구 수개월, 소송 2~3년)에 비해 실익이 작으므로 현 보상을 수용하는 것이 합리적입니다.",수용,0
223,제조,핵심,0,보상규정 자체가 없음,0,인색,1.1318,S2,0.03,2193049,0.3569,399,997,2591,3987,M&A,5.7,23481.8,133846.3,3522.3,20076.9,16089.9,청구,자부심,"제조업 특성상 실시료율·독점권 기여율과 발명자 공헌도(10~20%)를 참작하는데, 회사 공시 이익 133,846.3만원 대비 현재 보상 3,987만원은 보수적으로 보아도 추가 보상 여지가 큽니다. 보상규정 부재로 제15조 제2~4항이 미이행이므로 제15조 제6항의 정당보상 추정이 배제되어 사용자의 방어가 약합니다. M&A 이후 사정도 2023다 판결 취지에 따라 ‘상당인과관계 있는 이익’ 범위에 포함될 수 있습니다. 소멸시효 10년 내라면 비용이 적고 수개월 내 가능한 사내·조정 절차부터 개시(청구)하고, 불성립 시 소송을 예고하는 단계적 접근이 시간·비용 대비 합리적입니다.",청구,0
230,반도체,중요,0,보상규정 자체가 없음,2,후함,4.3007,S1,0.03,540165,0.1414,148,370,960,1478,M&A,5.1,2290.7,11682.6,343.6,1752.4,274.4,협상요청,자부심,"보상규정이 없는 상태에서 공시 기준 이익 11,682.6만원에 비해 받은 1,478만원은 일단 의미가 있으나, M&A로 반영된 무형가치와 장기 수익을 감안하면 추가 협의 여지가 있다고 본다. 소송 전 단계에서 합리적 산식과 후속 보상 기준을 명확히 합의하는 것이 시간과 관계 비용을 줄인다. 나의 기여가 회사 가치에 반영된 만큼 정당한 인정과 투명한 제도를 요구하겠다.",협상,0
229,IT,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.8161,S2,0.02,3698051,0.0362,113,283,735,1131,이직제안,1.1,2677.7,2945.5,401.7,441.8,-689.2,수용,손실회피,"산업이 IT이므로 대법원 2014다220347 취지상 실시료율은 낮고 발명자 공헌도는 통상 10~20% 범위입니다. 회사는 보상규정을 서면 통지·협의·결정 통지까지 이행하여 발명진흥법 제15조 제6항의 정당보상 추정이 작동합니다. 공시된 회사 이익 2,945.5만원 대비 수령액 1,131만원은 공헌도 10~20% 적용액(약 295~589만원)을 상회해 추가 청구 실익이 작고, 최신 법리(2023다237514)의 ‘상당인과관계 있는 이익’ 주장도 추가 이익 입증 부담이 큽니다. 청구·소송은 수개월~수년과 비용이 들고 이직 제안 상황에서 기회비용이 커 수용이 합리적입니다.",수용,0
233,IT,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,0.9043,S1,0.02,2306361,0.1275,80,200,518,798,라이선스수입,4.3,5883.4,25298.6,882.5,3794.8,2996.8,청구,배신감,"회사 공시 기준 이익 25,298.6만원 대비 내가 받은 798만원은 현저히 불균형합니다. 보상규정을 서면 통지했다 해도 제·개정 시 종업원과 협의가 없었던 점은 합리성 추정이 깨져 추가 보상 청구의 법적 근거가 됩니다. 이미 라이선스 수입으로 구체적 이익이 확정되어 산정도 가능합니다. 신뢰가 흔들린 만큼 정당한 몫을 확보하기 위해 법적 보상 청구 절차를 곧바로 개시하겠습니다.",청구,0
222,제약,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.8145,S1,0.05,906386,0.1991,381,952,2477,3810,M&A,3.3,9024.8,29781.8,1353.7,4467.3,657.3,협상요청,배신감,"회사의 보상규정이 서면으로 고지되지 않아 규정에만 구속될 이유가 약하고, M&A로 인한 가치 상승이 보상 산정에 충분히 반영되지 않았을 수 있습니다. 공시 기준 회사 이익(29,781.8만원) 대비 내 보상(3,810만원)은 약 12.8%로, 추가 기여분과 위험부담을 고려하면 더 합리적 보상이 가능해 보입니다. 소송에 앞서 회사의 자료 공개와 재산정을 요구하며 협상으로 신속하고 비용 효율적인 해결을 먼저 시도하겠습니다.",협상,0
234,IT,미미,0,보상규정 자체가 없음,3,매우후함,9.4284,S1,0.02,1638535,0.0334,155,387,1005,1547,라이선스수입,5.1,1094.0,5579.4,164.1,836.9,-710.1,협상요청,자부심,"회사에 보상규정이 없는 것은 제도적 미비이며, 내 발명 기여에 대한 공식적 인정과 기준이 필요합니다. 현재 보상은 회사 이익 대비 나쁘지 않지만, 합리적 산정 근거와 향후 라이선스 수익에 대한 명확한 보상 구조를 마련해야 합니다. 소송보다는 관계를 유지하면서 추가 보상과 규정 제정을 요구하는 협상이 효율적입니다. 분쟁 비용을 줄이면서도 내 성과가 정당하게 반영되도록 하겠습니다.",협상,0
235,반도체,핵심,0,보상규정 자체가 없음,1,보통,2.7305,S1,0.03,1668297,0.2813,577,1442,3748,5767,이직제안,1.3,14081.0,18305.3,2112.2,2745.8,-3021.2,협상요청,자부심,"회사가 이 발명으로 거둔 이익이 큰 만큼, 제 기여에 대한 합리적이고 투명한 추가 보상이 필요하다고 판단합니다. 보상규정이 없어 기준이 불명확하니, 기여율과 회사 이익을 근거로 재산정하는 협의를 정식으로 요청하겠습니다. 마침 이직 제안도 있어 협상 지렛대가 충분하므로, 소송에 앞서 원만한 합의를 통해 관계도 유지하는 방향을 우선 선택합니다. 협의가 결렬될 경우에는 그때 법적 절차를 검토하겠습니다.",협상,0
232,반도체,보통,0,보상규정 자체가 없음,2,후함,5.6825,S1,0.03,2715394,0.0625,434,1085,2822,4341,사업화성공,13.0,5092.8,66206.4,763.9,9931.0,5590.0,청구,자부심,"회사에 보상규정도 없이 내 발명으로 사업화에 성공했고, 공시 기준 이익이 66,206.4만원에 이른다. 지금까지 받은 4,341만원은 성과 대비 현저히 부족하며, 합리적 산정 근거도 없다. 직무발명 보상은 법으로 보장되므로 객관적 기준에 따른 정당한 비율과 지연이자까지 포함해 법적 보상 청구 절차를 개시하겠다. 우선 공식 청구로 합의를 시도하되, 불성실 대응 시 소송으로 전환할 준비를 하겠다.",청구,0
231,IT,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,5.5639,S2,0.02,2854888,0.3163,1507,3768,9797,15072,침해소송승소,2.5,18058.9,45147.2,2708.8,6772.1,-8299.9,수용,자부심,"IT 업종이고 회사가 제15조 2~4항(보상규정 서면 고지·협의·보상액 통지)을 충족해 제15조 6항의 정당보상 추정이 작용합니다. 회사 이익 4억5,147만원 대비 내가 받은 1억5,072만원은 판례상 발명자 공헌도 10~20%(대법원 2009다75178 등)를 적용한 4,515~9,029만원 범위를 상회합니다. 정보통신 분야에서는 독점권 기여율(합리적 실시료율) 2%가 참작되는 경향이 있어(대법원 2014다220347) 소송 시 산정기초가 더 낮아질 위험이 큽니다. 침해소송 승소로 인한 이익도 ‘상당인과관계 있는 이익’ 범위에서 이미 반영된 것으로 보이며(대법원 2023다237514), 추가 청구나 소송의 시간·비용 대비 기대이익이 크지 않으므로 수용이 합리적입니다.",수용,0
238,제약,중요,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,4.3297,S1,0.05,4764874,0.1837,2842,7104,18471,28417,라이선스수입,6.7,43754.9,293157.8,6563.2,43973.7,15556.7,협상요청,충성심,"현재 보상은 회사 공시상 이익 293,157.8만원 대비 약 9.7%로, 절대적으로 낮다고 보긴 어렵지만 제 기여도와 라이선스 파급효과를 반영하면 상향 여지가 있다고 느낍니다. 회사가 규정을 성실히 운영해 온 점을 고려해 소송 이전에 상호 신뢰를 바탕으로 추가 협의를 요청하겠습니다. 향후 로열티 실적 연동 보상과 후속 성과에 대한 인센티브 구조를 함께 재설계하면 회사와 저 모두 윈윈이 가능하다고 봅니다.",협상,0
237,제조,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",3,매우후함,10.7556,S2,0.03,790190,0.0479,183,458,1191,1832,무효소송승소,1.4,1135.3,1589.4,170.3,238.4,-1593.6,수용,충성심,"보상규정의 서면 고지·협의·결정 통지 요건이 모두 충족되어 발명진흥법 제15조 제6항상 정당한 보상으로 추정됩니다. 예외를 주장하려면 사용자 이익·공헌도 미고려를 입증해야 하나, 공시된 이익 1,589.4만원보다 내가 받은 1,832만원이 더 많아 오히려 후한 보상입니다. 대법원 2009다75178·2014다220347 취지의 통상적 실시료율(2~3%)·발명자 공헌도(10~20%) 기준 범위(약 159~318만원)를 현저히 상회하고, 무효소송 승소도 2023다237514 법리에 비추어 보상 의무 면제 사유는 아니나 추가 증액을 정당화할 ‘상당인과관계’ 이익이 현실적으로 늘었다고 보기 어렵습니다. 따라서 추가 협상·청구·소송은 시간·비용 대비 기대 실익이 거의 없어 현 보상을 수용합니다.",수용,0
239,제약,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,8.8045,S1,0.05,3145594,0.2327,4834,12084,31419,48337,침해소송승소,4.3,36599.8,157379.1,5490.0,23606.9,-24730.1,협상요청,자부심,"회사는 직무발명으로 157,379.1만원의 이익을 얻었고, 내가 받은 48,337만원은 의미 있지만 발명의 기여에 비해 충분한지 재검토가 필요합니다. 보상규정을 서면 통지했을 뿐 작성·변경 시 협의가 없었던 점은 절차상 흠으로 추가 보상의 근거가 될 수 있습니다. 침해소송 승소로 발명의 가치와 회사 이익이 명확해진 만큼, 우선 소송 전에 합리적 보상 재산정을 회사에 공식적으로 요구하겠습니다.",협상,0
236,제약,보통,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",0,인색,1.046,S2,0.05,1444438,0.1067,121,302,786,1209,이직제안,1.0,7705.1,7705.1,1155.8,1155.8,-53.2,협상요청,자부심,"회사가 발명진흥법 제15조 제2~4항 절차를 이행하여 제6항의 정당보상 추정이 작동하고, 면제 예외를 깨려면 ‘이익·공헌 고려 부재’가 입증되어야 합니다. 회사 이익 7,705.1만원 대비 기수령 1,209만원은 판례상 발명자 공헌도 10~20%(대법원 2009다75178 등) 범위의 중간 수준으로, 정보통신 사건(2014다220347) 등 경향과도 크게 어긋나지 않습니다. 다만 2023다237514의 ‘상당인과관계 있는 이익’ 법리에 비추어도 추가 상향 여지는 크지 않아 소송 실익은 제한적이므로, 산식·가정(이익 범위, 공헌도 배분)의 서면 근거를 요구하며 소폭 상향을 모색하는 협상이 합리적입니다. 이직 제안 등 향후 관계·평판 리스크와 소송(2~3년, 변호사 비용) 대비 기대 추가 금액(최대 수백만원)을 저울질할 때, 우선 협의로 마무리하는 편이 비용 대비 효율적입니다.",협상,0
240,제조,중요,0,보상규정 자체가 없음,2,후함,4.3629,S2,0.03,2147303,0.209,881,2202,5727,8810,M&A,7.2,13461.6,96923.5,2019.2,14538.5,5728.5,청구,자부심,"제조업 환경에서 보상규정 자체가 없는 것은 발명진흥법 제15조 제2~4항 위반에 해당해 제6항의 정당보상 추정이 배제되므로 추가 보상 청구 여지가 큽니다. 회사 공시 이익 96.9억 대비 기수령 8.81억은 판례상 발명자 공헌도 10~20%의 하한에도 미달 가능하고, M&A로 인한 가치 상승분도 대법원 2023다237514의 ‘상당인과관계 있는 이익’ 법리에 따라 고려 여지가 있습니다. 소멸시효 10년(2009다75178)을 유념하되 곧바로 소송은 2~3년 소요와 비용 부담이 커 비효율적이고, 단순 수용은 실익이 적습니다. 규정 부재로 단순 협상은 구속력이 약하므로 자료열람·산정근거 제시를 공식적으로 요구하는 ‘청구’부터 진행하고 불성립 시 소송을 대비하는 것이 합리적입니다.",청구,0
245,IT,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,9.028,S1,0.02,3051966,0.0242,200,501,1303,2004,침해소송승소,4.2,1480.1,6216.4,222.0,932.5,-1071.5,협상요청,자부심,"보상규정이 있었지만 서면 고지가 없어 보상 산정의 구속력이 약하고, 재산정 여지가 있다고 봅니다. 침해소송 승소로 발명의 가치가 명확히 입증되었고 회사의 실질 이익과 향후 파급효과가 공시 수치보다 클 수 있습니다. 현재 받은 2,004만원이 공시된 이익 대비 어떤 기준으로 산정됐는지 설명이 부족해 추가 조정이 필요합니다. 우선 협상으로 관계를 유지하며 합리적 추가 보상을 모색하고, 합의가 어려우면 그때 법적 절차를 검토하겠습니다.",협상,0
