에피소드ID,산업,발명중요도,보상규정형식레벨,보상규정형식설명,보상비율수준,보상비율라벨,보상비율실현값,인지모드,실시료율,기준매출만원,독점권기여율,출원보너스만원,등록보너스만원,실시보너스만원,실지급액합계만원,충격유형,충격배율,사용자이익기초만원,사용자이익충격후만원,충격전정당보상만원,정당보상추정만원,격차만원,발명자결정,감정동인,발명자이유,최종결과,재시도횟수
215,IT,중요,0,보상규정 자체가 없음,0,인색,1.0242,S2,0.02,3908892,0.267,321,802,2083,3206,M&A,7.4,20870.4,154441.0,3130.6,23166.1,19960.1,협상요청,자부심,"발명진흥법 제15조와 대법원 판례에 따라 명확한 추가 보상청구권이 인정되며, 회사가 얻은 154,441만원의 이익에서 판례상 10~20% 공헌도를 적용하면 15,444~30,888만원 범위가 타당합니다. 현재 3,206만원과의 격차가 실질적이고, M&A 후 이익 실현으로 법적 입증도 유리하나, 즉시 소송보다 회사에 보상규정 부재의 법적 책임을 명확히 인식시키고 합의 기회를 부여하는 것이 소송 위험과 시간 비용을 줄입니다. 자신의 정당한 기여를 인정받으려는 원칙을 유지하면서 협상력 있는 위치에서 진행하는 전략입니다.",협상,0
225,IT,미미,0,보상규정 자체가 없음,0,인색,1.1277,S1,0.02,2530968,0.0253,22,54,141,217,M&A,5.5,1281.3,7047.1,192.2,1057.1,840.1,소송,배신감,"회사가 직무발명으로 7,047만원의 이익을 얻었으나 보상규정 자체가 없다는 이유로 217만원만 지급한 것은 신뢰의 심각한 배반입니다. M&A 이후 상황이 변했더라도 정당한 보상을 받아야 할 권리는 남아있으며, 협상이나 청구로는 해결될 가능성이 낮습니다. 법적 절차를 통해 발명자의 정당한 권리를 보호해야 합니다.",소송,0
214,제약,미미,0,보상규정 자체가 없음,1,보통,2.418,S2,0.05,4793074,0.0275,239,597,1553,2389,라이선스수입,9.2,6587.4,60604.1,988.1,9090.6,6701.6,협상요청,자부심,"회사의 보상규정 부재는 발명진흥법 제15조 제2항의 명백한 위반이며, 현재 2,389만원은 판례상 인정 범위(6,060~12,121만원)의 39%에 불과합니다. 소송 위험을 감수하기보다 법적 하자를 근거로 정당한 협상을 요청하면 증액 여지가 충분하고, 회사도 합의 유인이 있습니다. 자신의 기술기여에 대한 정당한 인정을 구하는 것이 이치에 맞습니다.",협상,0
226,제조,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,11.3449,S1,0.03,4554267,0.058,1348,3369,8760,13477,무효소송승소,1.3,7919.5,10295.4,1187.9,1544.3,-11932.7,협상요청,배신감,"회사가 보상규정을 일방적으로 정하고 종업원과 협의하지 않은 채 적용했으며, 무효소송 승소로 발명의 가치가 입증되었음에도 현재 보상이 적절한지 의문스럽습니다. 이미 상당한 보상을 받았으나 회사의 불공정한 절차와 규정 운영 방식에 대한 신뢰가 손상되었으므로, 추가 협의를 통해 절차의 투명성과 공정성을 확보하는 것이 합리적입니다.",협상,0
227,제조,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,10.3906,S1,0.03,2123537,0.2423,2406,6014,15637,24057,이직제안,1.2,15435.2,18522.2,2315.3,2778.3,-21278.7,협상요청,배신감,"회사가 얻은 이익(18,522.2만원)에 비해 현재 받은 보상(24,057만원)이 과도해 보이지만, 보상규정을 종업원에게 서면으로 알린 적 없다는 점에서 절차적 투명성 결여가 느껴진다. 이직제안까지 받은 상황에서 회사의 진정한 의도와 공정한 평가 기준을 명확히 하기 위해 추가 협의가 필요하다. 법적 분쟁보다는 신뢰 관계를 재구축하려는 시도를 먼저 해보고자 한다.",협상,0
213,IT,핵심,0,보상규정 자체가 없음,0,인색,1.0457,S2,0.02,4853153,0.3561,542,1355,3524,5421,무효소송승소,1.8,34561.2,62210.2,5184.2,9331.5,3910.5,협상요청,손실회피,"회사는 발명진흥법상 보상규정 작성 의무를 이행하지 않았고, 현 보상액 5,421만원은 판례상 공헌도(10~20%) 적용 시 정당한 보상 범위 6,221~12,442만원에 미달하는 상태입니다. 다만 회사가 무효소송에 승소하여 발명의 실질적 이익을 인정하였으므로, 협상 요청 시 추가 보상에 응할 가능성이 높습니다. 소송은 2~3년 소요로 시간 부담이 크므로, 먼저 법적 근거를 명확히 제시하며 협상을 시도하는 것이 실익을 극대화하는 전략입니다.",협상,0
228,제약,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.1612,S1,0.05,1871529,0.1047,318,794,2064,3176,라이선스수입,7.3,9795.7,71508.6,1469.4,10726.3,7550.3,협상요청,배신감,"71,508.6만원의 회사 이익에 비해 3,176만원의 보상은 불합리하게 낮습니다. 보상규정을 종업원에게 서면으로 알리지 않은 것은 투명성 부족으로 느껴지며, 이는 신뢰가 훼손된 상태입니다. 그러나 즉각적인 법적 조치보다는 회사와의 대화를 통해 공정한 보상 수준을 협의하는 것이 합리적이라 판단됩니다.",협상,0
232,반도체,보통,0,보상규정 자체가 없음,2,후함,5.6825,S1,0.03,2715394,0.0625,434,1085,2822,4341,사업화성공,13.0,5092.8,66206.4,763.9,9931.0,5590.0,청구,배신감,"회사가 66,206.4만원의 이익을 얻었으나 나는 4,341만원만 받았으며, 보상규정조차 없는 상태에서 기준 없이 일방적으로 결정된 것 같다. 사업화에 성공한 내 발명에 대해 정당한 대가를 받지 못했다는 느낌이 강하고, 회사가 나를 신뢰하지 않고 보상했다는 생각이 든다. 법적 절차를 통해 객관적인 기준에 따른 정당한 보상을 받아야 할 상황이다.",청구,0
233,IT,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,0.9043,S1,0.02,2306361,0.1275,80,200,518,798,라이선스수입,4.3,5883.4,25298.6,882.5,3794.8,2996.8,청구,배신감,"회사가 얻은 이익 25,298.6만원에 비해 받은 보상 798만원은 약 0.3%에 불과하며, 보상규정을 일방적으로 적용하고 협의 없이 결정한 점에서 신뢰가 깨졌다. 직무발명으로 인한 정당한 대가를 받기 위해 법적 청구 절차를 통해 공정한 보상을 추구할 필요가 있다.",청구,0
223,제조,핵심,0,보상규정 자체가 없음,0,인색,1.1318,S2,0.03,2193049,0.3569,399,997,2591,3987,M&A,5.7,23481.8,133846.3,3522.3,20076.9,16089.9,청구,자부심,"회사가 발명진흥법 제15조의 보상규정 작성·고지 의무를 위반했고, 현재 보상액(3,987만원)이 판례상 공헌도 기준 13,385~26,769만원의 15%에 불과합니다. 대법원 2023다237514 최신 판례에서 'M&A 이후 사정도 통합 고려 가능'으로 판시했으므로 청구권이 충분히 있습니다. 소송 선례가 명확하고 이익액이 수치화되어 있어 법적 청구 절차(조정중재)를 거쳐 공정한 보상을 받을 가능성이 높습니다.",청구,0
231,IT,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,5.5639,S2,0.02,2854888,0.3163,1507,3768,9797,15072,침해소송승소,2.5,18058.9,45147.2,2708.8,6772.1,-8299.9,협상요청,자부심,"현재 보상액 15,072만원은 회사 공시 기준 이익 45,147.2만원의 33.4%로, 판례상 발명자 공헌도 10~20%를 크게 상회하며 법적 정당성이 부족합니다. 발명진흥법 제15조 제6항 단서에서 명시한 '이익과 공헌도 고려' 기준을 충족하지 않으므로 정당한 보상으로 보기 어렵습니다. 다만 회사가 보상규정 수립·협의·서면통지의 절차를 완료했고 침해소송 승소라는 추가 이익도 발생했으므로, 소송의 2~3년 시간 부담보다는 먼저 구체적 근거를 제시하며 추가 협상을 요청하는 것이 실익있습니다. 자신이 기여한 발명의 가치를 정당하게 인정받고자 하는 마음이 최우선입니다.",협상,0
230,반도체,중요,0,보상규정 자체가 없음,2,후함,4.3007,S1,0.03,540165,0.1414,148,370,960,1478,M&A,5.1,2290.7,11682.6,343.6,1752.4,274.4,협상요청,배신감,"보상규정이 없는 상태에서 회사가 얻은 이익의 87%를 독점한 것은 명백한 부당함입니다. M&A를 통해 발명의 진정한 가치가 입증되었으므로, 합리적인 재협상을 요청하는 것이 정당합니다. 협상 결과에 따라 법적 청구로 단계적으로 진행할 수 있는 전략적 위치를 확보하는 것이 최선입니다.",협상,0
224,IT,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,2,후함,5.2392,S2,0.02,3194776,0.0328,165,412,1071,1648,라이선스수입,2.7,2096.9,5661.6,314.5,849.2,-798.8,협상요청,자부심,"회사의 보상규정 미서면 통지, 보상액 결정기준 미명시 등 발명진흥법 제2조·제4항 위반이 명확하므로, 소송에 앞서 이러한 절차적 하자를 공식으로 지적하고 추가 협의를 요청할 근거가 충분합니다. 이미 수령액이 판례상 발명자공헌도 상한에 근접한 점을 고려하면, 법적 강제력보다는 절차적 정당성 인정을 목표로 협상하되, 회사가 응응하지 않을 경우 청구 또는 소송으로 단계적 진행할 수 있습니다.",협상,0
234,IT,미미,0,보상규정 자체가 없음,3,매우후함,9.4284,S1,0.02,1638535,0.0334,155,387,1005,1547,라이선스수입,5.1,1094.0,5579.4,164.1,836.9,-710.1,협상요청,배신감,"회사가 5,579.4만원의 이익을 얻었음에도 불구하고 나는 1,547만원만 받았으며, 보상규정이 없는 상태에서 일방적으로 결정된 점이 신뢰를 심각하게 손상시켰다. 즉시 법적 대응보다는 먼저 합리적 수준의 추가 협의를 요청하여 상황을 정당하게 평가받을 기회를 갖고 싶다. 충분한 근거(회사 공시 이익)를 바탕으로 협상하되, 회사의 태도에 따라 추후 법적 단계로 진행할 수 있는 유연성을 유지하려 한다.",협상,0
235,반도체,핵심,0,보상규정 자체가 없음,1,보통,2.7305,S1,0.03,1668297,0.2813,577,1442,3748,5767,이직제안,1.3,14081.0,18305.3,2112.2,2745.8,-3021.2,협상요청,배신감,"회사가 약 1.83억 원의 이익을 얻었음에도 불구하고 보상규정 자체가 없는 상황에서 5,767만 원만 받았다는 점이 불공정하게 느껴진다. 이직제안까지 받은 상황에서 충동적으로 소송을 제기하기보다는, 먼저 회사와 협상을 통해 합리적인 수준의 추가 보상을 요구하는 것이 현명하다. 신뢰가 깨졌지만 여전히 관계 개선의 여지가 있다고 판단되기 때문이다.",협상,0
229,IT,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",1,보통,2.8161,S2,0.02,3698051,0.0362,113,283,735,1131,이직제안,1.1,2677.7,2945.5,401.7,441.8,-689.2,수용,자부심,"회사는 발명진흥법 제15조의 모든 절차(서면규정공지·협의·결정사항통지)를 이행했고, 현 보상액 1,131만원은 판례상 발명자 공헌도(10~20%) 적용 시 적정 범위(295~589만원)를 이미 초과하고 있습니다. 추가 소송은 2~3년의 시간과 변호사비를 소모하면서도 법리상 회복 가능성이 낮으며, 이직제안 후의 변동된 상황에서 인과관계 입증도 어렵습니다. 자신의 발명이 회사에 실질적 이익을 창출했고 그에 합당한 보상을 받았다는 점에서 성과를 인정받은 것으로 평가합니다.",수용,0
236,제약,보통,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",0,인색,1.046,S2,0.05,1444438,0.1067,121,302,786,1209,이직제안,1.0,7705.1,7705.1,1155.8,1155.8,-53.2,청구,자부심,"회사는 발명진흥법 제15조 제2~4항을 형식적으로 준수했으나, 제6항 단서의 '상당인과관계 있는 이익' 기준을 충족하지 못했다. 회사 공시 이익 7,705.1만원에 판례상 발명자 공헌도 10~20%를 적용하면 771~1,541만원 범위인데, 현재 보상 1,209만원은 하한에 접근해 있으며, 특히 이직 제안이 따른 점을 감안하면 발명의 실질적 가치가 충분히 인정되지 않았다. 대법원 2023다237514 판결의 '상당인과관계' 재정립 법리를 적용하여 조정·청구 단계에서 추가 보상의 정당성을 입증할 근거가 충분하고, 소송까지의 장기소송 부담을 감수할 수 있는 법적 기초가 있다.",청구,0
241,제약,핵심,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,0,인색,1.0129,S1,0.05,1046818,0.4395,350,874,2271,3495,라이선스수입,5.6,23003.3,128818.5,3450.5,19322.8,15827.8,소송,배신감,"회사가 128억 원 이상의 이익을 얻은 발명에 대해 단 3,495만 원의 보상만 제시했으며, 보상규정 수립 과정에서 종업원과의 협의를 전혀 거치지 않았다는 점은 명백한 신뢰 위반입니다. 회사의 일방적 결정으로 발명의 진정한 가치가 전혀 인정받지 못했으므로, 법적 절차를 통해 정당한 보상을 청구할 필요가 있습니다.",소송,0
238,제약,중요,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,4.3297,S1,0.05,4764874,0.1837,2842,7104,18471,28417,라이선스수입,6.7,43754.9,293157.8,6563.2,43973.7,15556.7,협상요청,배신감,"회사가 얻은 이익 293,157.8만원에 비해 내가 받은 보상 28,417만원은 약 9.7%에 불과하다. 보상규정을 협의하고 서면으로 알렸다는 것은 절차적 정당성을 강조하지만, 실질적으로 발명자의 기여도에 비해 보상이 현저히 낮다고 판단된다. 법적 분쟁까지 가기 전에 회사와의 신뢰 관계를 바탕으로 재협의를 시도하되, 객관적인 이익 배분 기준을 제시하여 정당한 몫을 요구하는 것이 타당하다.",협상,0
239,제약,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,3,매우후함,8.8045,S1,0.05,3145594,0.2327,4834,12084,31419,48337,침해소송승소,4.3,36599.8,157379.1,5490.0,23606.9,-24730.1,협상요청,배신감,회사가 보상규정을 일방적으로 결정하고 종업원과의 협의 없이 운영해왔다는 점에서 신뢰가 깨졌습니다. 157억 원대의 이익을 창출한 발명에 비해 48억 원의 보상은 합리적이지 않아 보입니다. 법적 분쟁보다는 먼저 정당한 협의 기회를 요청하여 상호 신뢰를 회복하는 것이 더 현명한 결정입니다.,협상,0
242,제조,보통,0,보상규정 자체가 없음,2,후함,5.1728,S1,0.03,3793073,0.088,777,1942,5051,7770,사업화성공,19.0,10013.9,190264.1,1502.1,28539.6,20769.6,청구,배신감,"회사가 190억대의 이익을 얻었음에도 불과 7,770만원만 보상한 것은 정당하지 않습니다. 보상규정이 없다는 것이 오히려 발명자를 보호하지 못한 상황이므로, 법적 절차를 통해 합리적 수준의 보상을 청구할 필요가 있습니다. 신뢰 기반의 협상보다는 법정에서 객관적 기준으로 정당한 보상을 받는 것이 합당합니다.",청구,0
245,IT,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,9.028,S1,0.02,3051966,0.0242,200,501,1303,2004,침해소송승소,4.2,1480.1,6216.4,222.0,932.5,-1071.5,소송,배신감,"회사가 직무발명 규정을 종업원에게 서면으로 알리지 않은 채 운영했으며, 침해소송에서 승소하여 6,216.4만원의 이익을 얻었음에도 불과 2,004만원만 보상한 것은 명백한 신뢰 위반입니다. 현재 보상은 회사가 얻은 이익의 약 32%에 불과하며, 규정 미고지와 부당한 보상액은 법적 분쟁을 정당화합니다. 더 이상의 협상이나 양보는 회사의 부정행위를 용인하는 것과 같으므로 법원의 판단을 구하는 것이 마땅합니다.",소송,0
244,반도체,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,2,후함,5.2683,S2,0.03,3980420,0.0989,933,2333,6067,9333,이직제안,1.3,11810.9,15354.2,1771.6,2303.1,-7029.9,청구,자부심,"첫째, 회사는 발명인법 제15조 제2항을 위반했다. 보상규정을 종업원에게 서면으로 알린 적이 없으므로 법정 절차 없는 보상이다. 둘째, 현재 수령액(9,333만원)은 판례상 발명자공헌도(10~20%) 적용 범위(1,535~3,071만원)를 벗어나며 과도하므로 정당성이 부족하다. 셋째, 대법원 2023다237514 판결에서 '상당인과관계 있는 이익'으로 재정립된 법리상 이직제안 이후의 사정도 고려 가능하므로 청구의 근거가 강하다. 넷째, 소송 위험을 고려할 때 사내 청구 절차를 먼저 거치면 이직 후 조정 기회를 확보할 수 있고, 합의 가능성도 높다.",청구,0
237,제조,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",3,매우후함,10.7556,S2,0.03,790190,0.0479,183,458,1191,1832,무효소송승소,1.4,1135.3,1589.4,170.3,238.4,-1593.6,수용,자부심,"회사가 발명진흥법상 모든 절차적 요건을 충실히 이행했고, 현재 보상액(1,832만원)은 공시된 이익 대비 115%, 판례상 통상적 보상액 범위의 수배에 달합니다. 무효소송 승소라는 추후 사정도 회사에게 유리하게 작용하므로, 자신의 기술 기여가 충분히 인정받았다고 판단하고 수용하는 것이 합리적입니다.",수용,0
243,반도체,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.2325,S2,0.03,4269260,0.2412,1035,2586,6725,10346,라이선스수입,4.1,30894.2,126666.2,4634.1,18999.9,8653.9,청구,자부심,"먼저 법적 요건을 검토하면, 회사는 발명진흥법 제15조 제3항을 위반했다. 보상규정 변경 시 종업원과 협의하지 않았으므로 제6항의 '정당한 보상'으로 본다는 요건을 충족하지 못했다. 다음으로 보상액 적절성을 판단하면, 현재 보상 10,346만원은 회사 이익 126,666.2만원에 대해 불과 8.2% 수준으로, 판례상 발명자 공헌도(10~20%) 범위인 12,667~25,333만원을 크게 하회한다. 라이선스 수입으로 창출된 이익에 대한 정당한 보상이 이루어지지 않은 상태다. 수용은 자신의 창의적 공헌을 과소평가하는 결과이며, 협상요청은 회사의 법적 의무 위반을 간과하는 것이므로, 사내·조정 절차를 거쳐 정당한 보상액을 청구하는 것이 합리적 결정이다.",청구,0
249,제조,미미,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,9.112,S1,0.03,3790855,0.0405,629,1573,4089,6291,사업화성공,10.9,4602.9,50171.6,690.4,7525.7,1234.7,협상요청,배신감,회사가 5천만원대의 이익을 얻었음에도 불구하고 보상규정을 종업원에게 알리지 않은 채 일방적으로 6백만원 수준의 보상을 제시한 것은 신뢰 관계의 위반이다. 법적 분쟁으로 즉시 진행하기 전에 회사의 의도를 확인하고 정당한 보상 기준에 대해 협의할 기회를 먼저 마련하는 것이 합리적이다. 이는 관계 개선과 함께 정당한 권리를 수호하는 균형잡힌 접근이다.,협상,0
252,반도체,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.8364,S1,0.03,4910475,0.1068,669,1673,4350,6692,사업화성공,5.7,15727.9,89649.0,2359.2,13447.4,6755.4,협상요청,배신감,"회사가 89,649만원의 이익을 얻었으나 나는 6,692만원만 받았으므로, 약 7.5%의 보상에 불과합니다. 더욱이 보상규정을 서면으로 알리지 않아 투명성이 부족했다는 점이 신뢰를 깨뜨렸습니다. 즉각적인 소송보다는 회사와의 대화를 통해 공정한 보상 수준을 재협의하는 것이 합리적이라고 판단됩니다.",협상,0
251,제약,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,5.2902,S2,0.05,3615765,0.0342,491,1228,3192,4911,무효소송승소,1.5,6189.3,9284.0,928.4,1392.6,-3518.4,협상요청,자부심,"발명진흥법 제15조 제6항 단서 조항에 따라 회사의 보상액(4,911만원)이 '회사가 얻을 이익과 종업원의 공헌도'를 충분히 고려했는지 검증이 필요합니다. 회사 공시 이익 9,284만원에 대법원 판례상 발명자 공헌도 10~20%를 적용하면 928~1,857만원이 기준인데, 현 보상액은 이를 크게 초과하므로 형식적 요건은 충족했습니다. 다만 무효소송 승소라는 추가 공헌이 있었고, 최신 판례(2024년)에서 '승계 이후 사정'도 고려 가능하다고 했으므로, 추가 협의를 통해 정당한 보상 기준을 재검토할 근거가 충분합니다. 소송까지 가기 전에 회사와 우호적 협상을 시도하는 것이 시간과 비용 효율성 면에서 합리적입니다.",협상,0
246,제약,중요,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.1253,S2,0.05,4455414,0.2317,3968,9920,25793,39681,무효소송승소,1.5,51614.7,77422.0,7742.2,11613.3,-28067.7,협상요청,자부심,"발명진흥법 제15조 제3항 협의 의무 미이행과 대법원 판례상 무효 극복 후 추가 이익 창출이 인정되는 법적 근거가 명확하나, 2~3년의 소송 기간과 변호사비 부담을 감안하면 먼저 법적 성의를 바탕으로 협상을 요청하는 것이 합리적입니다. 자신의 발명 공헌을 정당히 인정받고자 하는 입장에서 절차적 정당성 확보를 우선하는 판단입니다.",협상,0
254,제약,보통,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,1,보통,2.7333,S1,0.05,1188492,0.098,239,597,1553,2389,무효소송승소,1.9,5826.0,11069.4,873.9,1660.4,-728.6,소송,배신감,"회사가 보상규정을 종업원에게 서면으로 알리지 않은 채 무효소송에서 승소하여 11,069.4만원의 이익을 얻었음에도 불과 2,389만원만 지급한 것은 신뢰 관계의 심각한 위배입니다. 발명으로 인한 실질적 이익에 비해 보상이 현저히 불공정하며, 투명하지 않은 절차 속에서 일방적 결정을 강요당한 상태입니다. 법적 보상청구를 통해 정당한 권리를 주장할 필요가 있습니다.",소송,0
247,IT,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",3,매우후함,10.4921,S2,0.02,4285045,0.0412,556,1389,3610,5555,이직제안,1.3,3529.4,4588.2,529.4,688.2,-4866.8,협상요청,자부심,"첫째, 회사는 발명진흥법 제2~4항의 절차적 요건을 모두 충족했으므로 제6항 본문의 '정당한 보상' 추정이 성립한다. 둘째, 그러나 제6항 단서가 적용되는지 검토하면, 현 보상액 5,555만원이 발명으로 얻은 이익 4,588만원에 판례상 공헌도 10~20%를 적용한 459~918만원 범위를 크게 초과한다는 점에서 '정당성'이 의문의 여지가 있다. 셋째, 2024년 대법원 판결(2023다237514)이 '상당인과관계 있는 이익'으로 법리를 재정립하였고, 이직제안이라는 승계 이후의 사정도 고려 대상이 될 수 있다. 넷째, 소송의 시간·비용 부담을 고려하면 먼저 회사와 협의를 통해 보상 산정 근거의 명확화와 공정성 검증을 요청하는 것이 실익이 크다.",협상,1
240,제조,중요,0,보상규정 자체가 없음,2,후함,4.3629,S2,0.03,2147303,0.209,881,2202,5727,8810,M&A,7.2,13461.6,96923.5,2019.2,14538.5,5728.5,협상요청,자부심,"보상규정 부재로 인해 법적 청구권이 명확히 존재하며, 현재 보상액이 판례상 기준(9,692~19,385만원)에 미달합니다. 그러나 즉시 소송보다는 발명진흥법 제15조 제3항의 협의 의무를 명시적으로 요청하여 상당한 보상을 받을 기회를 먼저 모색하는 것이 시간과 비용 측면에서 효율적입니다. 합의에 실패할 경우 법적 청구 옵션은 여전히 열려있습니다.",협상,1
256,IT,미미,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",3,매우후함,10.0437,S1,0.02,2627621,0.0331,262,655,1702,2619,M&A,3.2,1738.4,5562.9,260.8,834.4,-1784.6,협상요청,자부심,"회사가 이 발명으로 얻은 이익이 5,562.9만원인데 현재까지 받은 보상이 2,619만원으로 약 47% 수준에 불과합니다. M&A 이후 발명의 가치가 재평가되었을 가능성이 높으며, 보상규정이 서면으로 명확하게 수립되었다는 점을 감안할 때 정당한 협의 요청이 충분히 가능합니다. 법적 분쟁으로 악화시키기보다는 먼저 회사와의 추가 협의를 통해 공정한 수준의 보상을 받는 것이 현명합니다.",협상,0
259,IT,중요,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,0,인색,0.935,S1,0.02,4705204,0.2037,269,672,1747,2688,M&A,7.3,19168.1,139927.1,2875.2,20989.1,18301.1,소송,배신감,"회사는 보상규정을 운영하면서도 종업원에게 서면으로 알리지 않아 정보 비대칭을 악용했고, M&A 이후에도 139억원대의 이익을 얻었음에도 2,688만원(약 1.9%)만 지급한 것은 명백한 부당한 처우입니다. 협상이나 청구 단계에서는 회사의 추가 양보를 기대하기 어려우며, 법원의 판단을 통해 정당한 보상을 받기 위해 소송을 제기하는 것이 합리적입니다.",소송,0
258,제약,핵심,1,보상규정은 있으나 종업원에게 서면으로 알린 적 없음,3,매우후함,8.9514,S2,0.05,4420922,0.3358,9966,24914,64776,99656,이직제안,1.2,74220.9,89065.1,11133.1,13359.8,-86296.2,청구,자부심,"발명진흥법 제15조 제2항과 제4항 위반: 회사가 보상규정을 서면으로 알린 적 없으므로 법정 절차를 거치지 않았음. 대법원 2024년 판결에서 '상당인과관계 있는 이익' 기준으로 재정립되었고, 판례상 발명자 공헌도(10~20%) 적용 시 적정 보상액이 8,907~17,813만원인데 현재 99,656만원은 이를 대폭 초과하나, 법정 절차 없이 일방적으로 지급된 것은 제6항 단서 위반의 여지 있음. 협상보다 공식 청구로 법적 근거를 명확히 하는 것이 향후 소송 위험을 줄이고 발명의 정당한 가치를 인정받는 길임.",청구,0
253,제조,보통,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,1,보통,2.7016,S2,0.03,793308,0.1075,104,259,674,1037,라이선스수입,2.5,2559.5,6398.8,383.9,959.8,-77.2,협상요청,자부심,"발명진흥법 제15조 제2~3항상 협의 의무를 위반한 절차적 위법성이 명확하므로, 현재 보상액이 공헌도 기준 상한에 근접하더라도 정당한 절차를 보장받을 권리가 있습니다. 라이선스수입이 지속되는 상황에서 회사에 공식 협의를 요청하여 절차적 결함을 보정받고, 대법원 2023다237514 판례의 '상당인과관계 있는 이익' 기준을 적용한 재검토를 제안하는 것이 합리적입니다. 소송으로 진행할 여지를 남기면서도, 관계 단절 없이 정당한 보상의 기초를 마련할 수 있습니다.",협상,0
250,제조,보통,0,보상규정 자체가 없음,1,보통,2.5427,S2,0.03,1528172,0.0718,126,314,815,1255,M&A,2.9,3290.3,9541.9,493.5,1431.3,176.3,협상요청,자부심,"발명진흥법 제15조 제6항에 따라 보상규정 부재 자체가 '정당한 보상' 요건 미충족을 의미하므로, 회사는 법적 협의 의무가 있습니다. 회사 공시 이익 9,541.9만원 대비 현재 보상 1,255만원은 판례상 발명자 공헌도 10~20% 범위(954~1,908만원)의 상한선 내에 있으나, 보상규정 협의 과정 자체가 법정 절차이므로 소송 리스크를 감수하기 전에 서면 협상을 통해 보상 기준을 명확히 할 필요가 있습니다. M&A 이후 회사 가치 변동도 '상당인과관계 있는 이익'으로 재평가할 근거가 될 수 있으므로, 법적 정당성을 기반으로 한 협상이 실익이 있습니다.",협상,1
260,제약,핵심,3,"보상규정을 서면으로 알렸고, 작성 시 종업원과 협의했으며, 결정된 보상액도 서면으로 알림",2,후함,4.2925,S1,0.05,4197642,0.2826,3820,9549,24827,38196,무효소송승소,2.0,59322.5,118645.0,8898.4,17796.8,-20399.2,협상요청,손실회피,"회사가 얻은 이익 118,645만원 대비 내가 받은 보상 38,196만원은 약 32% 수준으로, 정당한 보상이라 보기 어렵습니다. 무효소송 승소라는 명확한 발명 가치 입증에도 불구하고 과도한 차이가 있어, 법적 분쟁의 리스크를 최소화하면서도 추가 협의를 통해 합리적 수준의 보상을 도출할 필요가 있습니다. 이미 받은 보상을 잃지 않으면서도 정당한 몫을 더 확보하는 것이 최선의 선택입니다.",협상,0
255,IT,미미,2,보상규정을 서면으로 알렸으나 작성·변경 시 종업원과 협의한 적 없음,2,후함,5.2981,S2,0.02,869126,0.0426,59,147,383,589,침해소송승소,1.9,741.0,1407.9,111.1,211.2,-377.8,협상요청,자부심,"이미 판례상 합리 범위를 초과하는 보상을 받았으나, 회사의 협의 미실시라는 절차적 위반이 명백하므로, 법정 절차 소요 비용을 감안하여 회사에 절차 보완과 향후 명확한 기준 수립을 요청하는 것이 경제적·관계적으로 최적입니다. 자신의 발명 기여를 인정받으면서도 현실적 비용 부담을 피할 수 있습니다.",협상,0
